CustomerID,Customer Segment,First Name,Last Name,Address,City,State,Zip,Lat,Lon
73,Small Business,NICHOLE,HOPKINS,3479 S URAVAN WAY,AURORA,CO,80013,39.6536226880017,-104.783646557483
74,Small Business,JUDITH,LONG,10166 OWENS DR,BROOMFIELD,CO,80021,39.8800606199541,-105.122286304189
75,Small Business,CARLA,STONBRAKER,17794 E DORADO AVE,AURORA,CO,80015,39.6128887143413,-104.781168583193
76,Small Business,LORI,COLCHASURE,8645 GRANDVIEW AVE,ARVADA,CO,80002,39.7984881450728,-105.094007021158
77,Small Business,MICHELLE,ARMIJO,23982 E CHENANGO PL,AURORA,CO,80016,39.6273722006981,-104.708178672937
78,Small Business,MICHELLE,SENA,6310 OAK ST,ARVADA,CO,80004,39.8111526280085,-105.119057851805
80,Small Business,MISTY,GAREGNANI,2389 S ELDRIDGE ST,DENVER,CO,80228,39.6725881533281,-105.156954125731
83,Corporate,SUZANNE,GRIERSON,4442 W 68TH AVE,WESTMINSTER,CO,80030,39.8166344655087,-105.044326883683
84,Consumer,MARYANN,TOVREA,4765 S WASHINGTON ST,ENGLEWOOD,CO,80113,39.6301249135486,-104.979898053116
87,Corporate,RUTH,GILDEA,1221 ULSTER ST,DENVER,CO,80220,39.7359763661019,-104.894234231366
88,Corporate,JENNIFER,ACHIAMAA,10550 E JEWELL AVE,AURORA,CO,80012,39.6818895245059,-104.864394868885
90,Corporate,ALLISON,VILLARREAL,2370 DAHLIA ST,DENVER,CO,80207,39.7523385714286,-104.931521631392
91,Home Office,MARGIE,MOORE,15101 E COLORADO PL,AURORA,CO,80012,39.6844209315681,-104.811775386348
92,Home Office,MELISSA,UBALLE,16664 E LOUISIANA DR,AURORA,CO,80017,39.6933620503118,-104.792990417031
93,Corporate,PAMELA,RICE,1671 XANTHIA ST,DENVER,CO,80220,39.74327,-104.887168345131
95,Corporate,MARY,MARTINEZ,12241 W QUINN DR,MORRISON,CO,80465,39.638216890262,-105.13557895331
96,Home Office,NATALIE,WILLMS,57 GARFIELD ST,DENVER,CO,80206,39.7171397720767,-104.94392650027
97,Home Office,REYNA,DETUN,2301 MOLINE ST,AURORA,CO,80010,39.7510906561293,-104.854248363335
98,Home Office,YVONNE,LEUENBERGER,10861 OTIS CIR,BROOMFIELD,CO,80020,39.8941959862142,-105.07115271892
99,Consumer,SARA,GOCHNOUR,11991 E KEPNER DR,AURORA,CO,80012,39.6980929112664,-104.850225689958
100,Consumer,MELISSA,RUFF,2753 S MILWAUKEE ST,DENVER,CO,80210,39.6667731877056,-104.952564105033
101,Consumer,ERNA,ARUSTAMYAN,1137 S BOSTON CT,DENVER,CO,80247,39.6954132000694,-104.879758221416
102,Consumer,DOROTHY,COLE,6561 WELCH CT,ARVADA,CO,80004,39.8162331330442,-105.139979151806
103,Consumer,VIONE,JOHANSON,11625 COMMUNITY CENTER DR,DENVER,CO,80233,39.9076292226308,-104.987558772279
104,Consumer,ELLEN,BRILLIANT,415 GRAPE ST,DENVER,CO,80220,39.7233413823829,-104.92514899872
105,Consumer,AMY,HALTER,2456 W 111TH CT,DENVER,CO,80234,39.8978922785871,-105.016233455636
106,Consumer,JULIE,SMITH,2226 GLENCOE ST,DENVER,CO,80207,39.7504035625482,-104.92561074434
107,Consumer,KATHRYN,HALL,18343 E ARKANSAS AVE,AURORA,CO,80017,39.6908766233635,-104.774900370637
108,Consumer,DAYNA,BUSTILLOS,327 HARLAN ST,DENVER,CO,80226,39.7215831822433,-105.062825786825
109,Consumer,TRISHA,BONTZ,7265 W CENTER AVE,DENVER,CO,80226,39.7054318716341,-105.077721777024
110,Consumer,KARLEE,LUTZKA,2890 W ROWLAND PL,LITTLETON,CO,80120,39.5878482786353,-105.024268553324
111,Consumer,SHARON,WILSON,9483 W ALAMEDA AVE,DENVER,CO,80226,39.7114703819187,-105.104048843703
112,Consumer,NANCY,CHIN,2175 S GILPIN ST,DENVER,CO,80210,39.6771208163265,-104.967768174207
113,Consumer,APRIL,MCLEAN,3395 S HANNIBAL ST,AURORA,CO,80013,39.6555220575488,-104.80940811852
114,Home Office,MEGAN,MCKINLEY,2925 EMPORIA ST,DENVER,CO,80238,39.7586763265306,-104.874388385021
115,Home Office,ESPERANZA,WARDELL,4285 S SALIDA WAY,AURORA,CO,80013,39.638947530108,-104.784019331611
116,Home Office,REGINA,BARTON,1395 S QUITMAN ST,DENVER,CO,80219,39.6914103434473,-105.041208765575
117,Home Office,JASMIN,GONZALES,37 DEL MAR CIR,AURORA,CO,80011,39.7263701033176,-104.850605696407
119,Corporate,SUSAN,OGRADY,2670 S IRVING ST,DENVER,CO,80219,39.6687178800655,-105.02968428501
120,Corporate,MONTANA,LOUNDAGIN,46093 BLACK SPRUCE LN,PARKER,CO,80138,39.5392508711737,-104.653120405343
122,Home Office,MICHELLE,LAMONT,7351 S SHERIDAN CT,LITTLETON,CO,80128,39.58286,-105.054857931619
123,Home Office,CHARMAINE,NELSON,2808 W BAYAUD AVE,DENVER,CO,80219,39.7146820603516,-105.023018131301
125,Consumer,SARAH,RUNDELL,1520 CLERMONT ST,DENVER,CO,80220,39.740427183185,-104.935325768623
126,Consumer,ROSALBA,RANGEL,14866 E ALABAMA PL,AURORA,CO,80012,39.6941884542002,-104.814302412893
127,Consumer,IRENE,CAMPBELL,22302 E PLYMOUTH CIR,AURORA,CO,80016,39.5907031736,-104.728302147365
129,Small Business,MARNIE,WARD,2341 LAFAYETTE ST,DENVER,CO,80205,39.7512283673469,-104.971058365733
130,Small Business,JESSIE,IVES,5765 W 5TH AVE,DENVER,CO,80226,39.724200890377,-105.059972075507
132,Corporate,W,BUCHANAN,11448 W 68TH WAY,ARVADA,CO,80004,39.8208358880424,-105.126440915972
133,Home Office,JOYCE,WEISS,8101 E MISSISSIPPI AVE,DENVER,CO,80247,39.6967920138141,-104.891310684962
134,Corporate,LODOIBALDA,AMARBAYASGAL,1039 S PARKER RD,DENVER,CO,80231,39.6973812494576,-104.900841355301
137,Small Business,DIANA,KANNENBERG,5490 S JASPER WAY,AURORA,CO,80015,39.6165112783058,-104.803794259578
138,Small Business,ELSIE,BARNETT,1318 S DREXEL WAY,DENVER,CO,80232,39.69285694075,-105.094486127863
139,Small Business,KAREN,KESTER,1198 S ALCOTT ST,DENVER,CO,80219,39.6945738605761,-105.01634673135
141,Corporate,CAROLE,GOODEN,555 E 10TH AVE,DENVER,CO,80203,39.7321616174635,-104.980378284817
142,Small Business,CARRIE,SIPP,1036 S ELKHART WAY,AURORA,CO,80012,39.6986811950463,-104.814570327447
143,Small Business,NAOMI,TIBALDO,1550 QUINCE ST,DENVER,CO,80220,39.7411030590625,-104.902091660477
144,Small Business,JESIKA,PETERSON,1628 S LOCUST ST,DENVER,CO,80224,39.6870148153659,-104.913870763744
145,Small Business,LADONNA,POINDEXTER,3430 1/2 W OHIO AVE,DENVER,CO,80219,39.702081652191,-105.032112031647
146,Small Business,BRENDA,TUSTIN,19127 E MILAN CIR,AURORA,CO,80013,39.6463230997534,-104.764352913694
147,Small Business,SHAWNA,PENNY,8850 W 50TH AVE,ARVADA,CO,80002,39.7873889722561,-105.095593303105
148,Small Business,MEGHAN,BOYD,1885 S FAIRFAX ST,DENVER,CO,80222,39.6824102096632,-104.928881037957
149,Small Business,KIMBERLEY,LYDICK,18202 E NASSAU DR,AURORA,CO,80013,39.6438162290202,-104.775191698424
151,Home Office,MARY,CHESNEY,855 AGATE ST,BROOMFIELD,CO,80020,39.9275141257997,-105.073257109068
152,Consumer,MARY,BELL,3289 S OURAY WAY,AURORA,CO,80013,39.6565559425288,-104.792072950384
153,Consumer,JOSEPHINE,ESKANOS,2829 S NEWARK PL,AURORA,CO,80014,39.6650091415297,-104.853140944472
154,Small Business,PATRICIA,AIKEN,5250 CHERRY CREEK SOUTH DR,DENVER,CO,80246,39.6996297627154,-104.926939874285
156,Corporate,VICTORIA,GIBBS,5280 E CALEY AVE,LITTLETON,CO,80121,39.6026147778806,-104.927081566461
157,Corporate,SHAWNA,SISNEROS,7590 WOLFF ST,WESTMINSTER,CO,80030,39.8343545848259,-105.048169796956
159,Consumer,KARA,HENDRICKS,10525 MONTVIEW BLVD,AURORA,CO,80010,39.7475471325916,-104.865466842105
161,Small Business,KATHLEEN,RICE,585 DUDLEY ST,DENVER,CO,80226,39.7251093323861,-105.094368298149
162,Home Office,JUDITH,SHELTON,7500 E QUINCY AVE,DENVER,CO,80237,39.6384728674084,-104.9008936
163,Home Office,KIMBERLY,COMPTON,17875 E BERRY DR,AURORA,CO,80015,39.6166723914995,-104.780084013825
164,Home Office,MADELINE,ERWINE,20 S ALLISON ST,DENVER,CO,80226,39.716218125,-105.085961724837
166,Consumer,ANNE,TEIGEN,14673 E ATLANTIC DR,AURORA,CO,80014,39.6809221538886,-104.816988913113
167,Consumer,KIRA,BROWN,1311 S OGDEN ST,DENVER,CO,80210,39.6928597852005,-104.975965494745
169,Corporate,SHARON,STOLBERG,1510 S GRANBY ST,AURORA,CO,80012,39.6883482097005,-104.810460709648
171,Corporate,CHRISTIE,TOLIVER,5972 S WACO ST,AURORA,CO,80016,39.608628214304,-104.777402227917
172,Corporate,E,SCHMIDT,1128 S VENTURA CIR,AURORA,CO,80017,39.695942870036,-104.776612013435
174,Corporate,NICOLE,HUYCK,16951 E STANFORD AVE,AURORA,CO,80015,39.6345371325916,-104.790029069767
175,Corporate,TONI,MARES,1285 S WOLFF ST,DENVER,CO,80219,39.6934193290556,-105.048596784977
177,Small Business,FRANCES,WALLACE,2758 S RICHFIELD ST,AURORA,CO,80013,39.6662255689152,-104.785931277197
178,Small Business,HERLINDA,CAMPOS,2166 S GALAPAGO ST,DENVER,CO,80223,39.6773008066484,-104.995825828411
180,Consumer,JENNI,HOFFMAN,456 S OLIVE WAY,DENVER,CO,80224,39.7081694207501,-104.906288456219
181,Small Business,SHEILA,GRIESCH,4300 OWENS ST,WHEAT RIDGE,CO,80033,39.7768232595388,-105.119296895488
182,Small Business,RENATA,HIGGINS,201 HEMLOCK ST,BROOMFIELD,CO,80020,39.9172791482612,-105.080628794018
183,Corporate,ALICE,CAVANAUGH,7370 BRAUN ST,ARVADA,CO,80005,39.831303977683,-105.151200489013
184,Small Business,BETH,BAKER,11103 COTTONTAIL LN,PARKER,CO,80138,39.5239399094571,-104.732608272211
185,Small Business,MEGAN,SCRIBNER,2590 CHERRY ST,DENVER,CO,80207,39.7545938593748,-104.933713275814
186,Small Business,DIANA,MACLEAN,1531 STOUT ST,DENVER,CO,80202,39.7453071632962,-104.994007691113
187,Small Business,LETICIA,GROSS,6330 UMBER CIR,GOLDEN,CO,80403,39.8115130320319,-105.193953861404
188,Corporate,ANNE,MCNALLY,11166 W 78TH DR,ARVADA,CO,80005,39.8390852564306,-105.123334274322
190,Corporate,JAIME,MCCOWEN,1565 CALIFORNIA ST,DENVER,CO,80202,39.7449557461848,-104.992734965722
191,Corporate,AMANDA,MCLEOD,7456 E PRINCETON AVE,DENVER,CO,80237,39.6410028674084,-104.901401428571
193,Corporate,SANDRA,PETERS,17105 E GREENWOOD CIR,AURORA,CO,80013,39.6549136755591,-104.789415384614
194,Corporate,MAMTA,KHATTER,1161 S SABLE BLVD,AURORA,CO,80012,39.6954935887712,-104.81941971253
195,Corporate,JOANNA,VILLASENOR,365 LAUREL ST,BROOMFIELD,CO,80020,39.9207955675324,-105.085086951114
196,Small Business,KATHLEEN,ANDERSON,620 S ALTON WAY,DENVER,CO,80247,39.7036779921019,-104.882566014578
197,Small Business,JOYCE,BROWN,2569 S HOLLY PL,DENVER,CO,80222,39.6695226514541,-104.92365797396
198,Small Business,JEAN,CRAIG,720 JUNIPER ST,GOLDEN,CO,80401,39.7277062948082,-105.168869513786
200,Home Office,HEATHER,WIEDHOLZ,3569 S NUCLA ST,AURORA,CO,80013,39.6519744407844,-104.796102932741
202,Corporate,PAMELA,GEIST,4610 HOMESTEAD ST,LITTLETON,CO,80123,39.6293421815959,-105.046259489296
204,Corporate,MARGARET,FLATEN,14001 E MARINA DR,AURORA,CO,80014,39.6640579504842,-104.826057080833
205,Corporate,SUSAN,JUUTILAINEN,1699 S LEE ST,DENVER,CO,80232,39.6845282184016,-105.113286102926
208,Consumer,ASHLEY,SHARP,835 S QUEBEC ST,DENVER,CO,80247,39.7027665217391,-104.903688240406
210,Home Office,TERESA,MAHONY,4330 S PENNSYLVANIA ST,ENGLEWOOD,CO,80113,39.6380121036785,-104.981774990494
211,Consumer,AMANDA,HUERTA,2050 YARROW ST,DENVER,CO,80214,39.7482507066399,-105.083550393317
212,Consumer,NANCY,MARTS,16739 E AUBURN HILLS DR,PARKER,CO,80134,39.5149069673855,-104.795305693494
214,Home Office,ANGELA,FLACK,3630 S OLATHE WAY,AURORA,CO,80013,39.6510586769523,-104.794193268762
215,Consumer,JENNIFER,WATSON,1723 S KLINE WAY,DENVER,CO,80232,39.6841258500939,-105.112286079284
216,Consumer,GERALDINE,ORRIS,2720 E 13TH AVE,DENVER,CO,80206,39.7366608317763,-104.954876856742
217,Home Office,ANNA,REA,1623 S UTICA ST,DENVER,CO,80219,39.6875565622321,-105.045405851503
218,Consumer,NANNETTE,WISLINSKY,553 E GILL WAY,LOUISVILLE,CO,80027,39.9426289658124,-105.161260268031
220,Home Office,RITA,GARRETT,9818 HEDGEWAY CT,PARKER,CO,80134,39.5382999872022,-104.803380443214
221,Home Office,KERRI,MARTIN,8712 INDEPENDENCE WAY,ARVADA,CO,80005,39.8544647332448,-105.103700632796
223,Small Business,PAT,RIEGEL,5102 S CODY CT,LITTLETON,CO,80123,39.6226741372543,-105.094108711865
224,Small Business,MARJOREY,DESALVO,14317 E LAYTON DR,AURORA,CO,80015,39.6300693583796,-104.819944294692
225,Small Business,VICTORIA,HERNANDEZ,8866 W CUSTER PL,DENVER,CO,80226,39.7064728674084,-105.096170697674
226,Small Business,MARTHA,REIFFENBERGER,7665 E EASTMAN AVE,DENVER,CO,80231,39.658257129708,-104.898727674215
227,Small Business,MICHELLE,LESPERANCE,6775 W 19TH PL,DENVER,CO,80214,39.7465781532365,-105.071091453458
228,Small Business,TONYA,BELL,481 S KINGSTON CIR,AURORA,CO,80012,39.7074892203419,-104.858878348468
230,Home Office,DARAE,DOLAN,10165 W 25TH AVE,DENVER,CO,80215,39.7529605971378,-105.111548641714
232,Small Business,KATHLEEN,PEARCE,630 INDEPENDENCE ST,DENVER,CO,80215,39.7263845356979,-105.10476940095
233,Small Business,KALEUM,SAYASAVANH,5841 PIERCE ST,ARVADA,CO,80003,39.8030166666667,-105.072778499998
234,Small Business,DARLENE,GRAHAM,7620 S STEELE ST,LITTLETON,CO,80122,39.5782763346018,-104.950181756747
236,Corporate,AMY,BENNETT,11925 W 66TH PL,ARVADA,CO,80004,39.8165598928027,-105.132611235776
237,Consumer,LYNN,MONTOYA,1411 S ELIOT ST,DENVER,CO,80219,39.6906773733138,-105.023339224406
238,Corporate,DIANA,PASTRANA-RIVAS,6377 IRIS WAY,ARVADA,CO,80004,39.81214384004,-105.108296463701
240,Small Business,CATHLEEN,SPEIDEL,12067 E AMHERST PL,AURORA,CO,80014,39.6651538475925,-104.848155672006
241,Small Business,GALINA,SMOYLOVSKAYA,21223 E LEHIGH PL,AURORA,CO,80013,39.6449676318095,-104.7405673758
242,Small Business,RACHEL,MEYER,5263 S RICHFIELD ST,AURORA,CO,80015,39.6205901840155,-104.786878174155
244,Corporate,SHARON,MADIGAN,742 S WOLCOTT CT,DENVER,CO,80219,39.7034678319569,-105.049277474318
245,Corporate,TONI,VANNESS,4751 E COSTILLA AVE,LITTLETON,CO,80122,39.5919153685974,-104.931475461047
247,Corporate,EILEEN,THURNAUER,7759 OAKVIEW PL,CASTLE ROCK,CO,80108,39.4750093886353,-104.900885205361
248,Corporate,RACHEL,DUNLEAVY,2047 S MILWAUKEE ST,DENVER,CO,80210,39.6794207330954,-104.952397556522
250,Corporate,JANET,SCHAPER,2880 PERRY ST,DENVER,CO,80212,39.7583380388192,-105.039140709548
251,Corporate,BARBARA,SCHAMP,7233 DEFRAME CT,ARVADA,CO,80005,39.8285632301741,-105.154834945772
252,Corporate,YVETTE,WEST,1177 SEQUERRA ST,BROOMFIELD,CO,80020,39.9317388319246,-105.077414974771
254,Home Office,RHONDA,BROWN,4100 ALBION ST,DENVER,CO,80216,39.7743193023591,-104.938081574445
255,Home Office,BRENDA,RANKIN,3952 S CARSON ST,AURORA,CO,80014,39.6450537061477,-104.822750333078
256,Home Office,NANETTE,CHAPMAN,7557 E WARREN CIR,DENVER,CO,80231,39.6784671325916,-104.899836234088
258,Consumer,ROBIN,SKOOG,2462 W 56TH AVE,DENVER,CO,80221,39.7982028674084,-105.016580204082
259,Consumer,KIMBERLY,SMITH,142 KENTON ST,AURORA,CO,80010,39.7190844578052,-104.86263511103
260,Corporate,ANNA,PADILLA-GROVES,7906 W 90TH AVE,BROOMFIELD,CO,80021,39.8596129792279,-105.086507179451
262,Home Office,PEGGY,GAUTHIER,2137 ZINNIA ST,GOLDEN,CO,80401,39.7489568772387,-105.145505527639
264,Home Office,JODY,HARRIS,1955 ULSTER ST,DENVER,CO,80220,39.7470355555556,-104.894208354878
266,Corporate,MEGHAN,CARR,8965 E FLORIDA AVE,DENVER,CO,80247,39.6894371325917,-104.883765714286
267,Corporate,KRISTEN,LORENZ,9520 OSCEOLA ST,WESTMINSTER,CO,80031,39.8693994511112,-105.038036023831
268,Home Office,DELICIA,BRAME,18725 E LINVALE PL,AURORA,CO,80013,39.6665329772712,-104.768386264736
269,Home Office,ALYSHA,COOKE,5656 S HELENA CT,AURORA,CO,80015,39.6147373149184,-104.80696794369
270,Small Business,TOLOGIA,LAFAELE,862 S CHAMBERS RD,AURORA,CO,80017,39.7027037434763,-104.809680375287
271,Small Business,SARAH,MADRID,8300 W MISSISSIPPI AVE,DENVER,CO,80226,39.6964228674084,-105.08956
272,Home Office,BRITTANY,MEANS,3017 S FLOWER CT,DENVER,CO,80227,39.6609841071074,-105.101005236768
274,Corporate,REBECCA,GRIFFIN,1346 S SHERMAN ST,DENVER,CO,80210,39.6921655812558,-104.984956483478
275,Corporate,JANET,MORGAN,17019 LAMAR DR,PARKER,CO,80134,39.5269901769673,-104.79023553432
276,Corporate,KRISTI,LAUER,8903 COLORADO BLVD,DENVER,CO,80229,39.8591772578965,-104.940488610275
277,Corporate,SANDRA,BUCHHOLZ,800 PEARL ST,DENVER,CO,80203,39.7290669978162,-104.979741734351
278,Corporate,AMY,RITGER,292 BERTHOUD TRL,BROOMFIELD,CO,80020,39.9496578801115,-105.073349182725
279,Corporate,UTA,CHRISTIAN,6040 W 10TH AVE,DENVER,CO,80214,39.7329328674084,-105.0637
280,Corporate,MERCEDES,DELLACROCE,7851 W 72ND PL,ARVADA,CO,80005,39.8279759573579,-105.084924411435
281,Corporate,MARIA,KNEUSEL,12560 MEADE CT,BROOMFIELD,CO,80020,39.9236051032307,-105.035987137554
282,Corporate,HONORINE,ESSANDJO,5548 S PITKIN ST,AURORA,CO,80015,39.6162598991183,-104.789751982554
283,Corporate,ASHLEY,COOK,22287 E PRINCETON DR,AURORA,CO,80018,39.6407868311538,-104.728988721844
284,Corporate,RUTH,VARGAS,835 SHERMAN ST,DENVER,CO,80203,39.7295553207082,-104.985038673799
286,Small Business,LENA,MURRAY,3731 RALEIGH ST,DENVER,CO,80212,39.7681579132963,-105.041844521722
287,Small Business,SUSAN,KING,2312 S BRAUN WAY,DENVER,CO,80228,39.6732777546364,-105.150488169099
288,Small Business,KYRENIA,PUENTE-HERNANDEZ,15336 E BATES AVE,AURORA,CO,80013,39.6634828674084,-104.809372634791
290,Small Business,RACHEL,GAINES,2817 S JEBEL WAY,AURORA,CO,80013,39.6660522432449,-104.75203359982
291,Small Business,LITA,PREZ,1801 S QUAY ST,DENVER,CO,80232,39.6836194006344,-105.07329552426
292,Small Business,PATRICIA,BIGGERS,10661 HOLLAND ST,BROOMFIELD,CO,80021,39.8888003192451,-105.101224494297
294,Corporate,MARGARET,AMES,20764 E 47TH AVE,DENVER,CO,80249,39.7802564780142,-104.745063042955
295,Corporate,DENISE,FRIEND,4451 UTICA ST,DENVER,CO,80212,39.7774985714286,-105.045308433797
296,Corporate,MARIE,SLOANE,19083 E CHENANGO CIR,AURORA,CO,80015,39.6272330719912,-104.766468196523
297,Corporate,LAURA,HEIN,1324 S ENSENADA ST,AURORA,CO,80017,39.6919738162247,-104.762121787463
298,Corporate,JANE,LARRANCE,5712 IRIS ST,ARVADA,CO,80002,39.8002144592007,-105.105741297216
299,Corporate,JENNIFER,REESE,18 CANON DR,ENGLEWOOD,CO,80111,39.611675762604,-104.88518560041
300,Corporate,JENNA,FENNEY,10201 RIVERDALE RD,DENVER,CO,80229,39.8816169673855,-104.930516363123
301,Corporate,A,GIAMETTI,567 S YORK ST,DENVER,CO,80209,39.7062702627811,-104.960711512043
303,Consumer,MAUREEN,SMICE,2856 S JOSLIN CT,DENVER,CO,80227,39.6628253135584,-105.064384025402
